   1.59862,   0.40842,   0.45820,   0.47326,   0.00000,   0.00000
   1.30726,   0.52998,   0.55960,   0.37935,   0.00000,   0.00000
   0.97140,   0.65660,   0.67650,   0.23995,   0.00000,   0.00000
   0.86799,   0.70030,   0.63490,   0.14368,   0.00000,   0.00000
   0.79424,   0.72634,   0.62220,   0.10279,   0.00000,   0.00000
   0.74710,   0.74266,   0.68260,   0.08748,   0.00000,   0.00000
   0.72142,   0.75340,   0.60850,   0.07827,   0.00000,   0.00000
   0.70750,   0.75820,   0.59550,   0.07185,   0.00000,   0.00000
   0.68634,   0.76442,   0.74730,   0.06597,   0.00000,   0.00000
   0.68281,   0.76754,   0.65060,   0.06055,   0.00000,   0.00000
   0.67116,   0.76896,   0.69380,   0.05620,   0.00000,   0.00000
   0.66186,   0.77260,   0.68410,   0.05179,   0.00000,   0.00000
   0.65675,   0.77374,   0.71040,   0.04738,   0.00000,   0.00000
   0.65062,   0.77580,   0.71540,   0.04328,   0.00000,   0.00000
   0.64596,   0.77932,   0.63380,   0.03947,   0.00000,   0.00000
   0.64296,   0.77966,   0.68400,   0.03565,   0.00000,   0.00000
   0.63940,   0.78154,   0.76830,   0.03216,   0.00000,   0.00000
   0.64187,   0.78090,   0.74080,   0.02944,   0.00000,   0.00000
   0.63836,   0.78282,   0.73700,   0.02670,   0.00000,   0.00000
   0.63533,   0.78302,   0.72120,   0.02422,   0.00000,   0.00000
   0.63121,   0.78502,   0.65750,   0.02224,   0.00000,   0.00000
   0.63273,   0.78426,   0.77020,   0.02043,   0.00000,   0.00000
   0.62062,   0.78592,   0.63480,   0.00000,   0.00000,   0.00000
   0.60872,   0.79038,   0.78100,   0.00000,   0.00000,   0.00000
   0.61349,   0.79088,   0.69220,   0.00000,   0.00000,   0.00000
   0.61031,   0.79042,   0.77870,   0.00000,   0.00000,   0.00000
   0.60288,   0.79396,   0.67770,   0.00000,   0.00000,   0.00000
   0.60514,   0.79436,   0.72260,   0.00000,   0.00000,   0.00000
   0.59991,   0.79518,   0.69340,   0.00000,   0.00000,   0.00000
   0.60365,   0.79574,   0.74660,   0.00000,   0.00000,   0.00000
   0.60873,   0.79170,   0.71180,   0.00000,   0.00000,   0.00000
   0.59958,   0.79542,   0.70380,   0.00000,   0.00000,   0.00000
   0.59617,   0.79794,   0.72470,   0.00000,   0.00000,   0.00000
   0.59570,   0.79544,   0.72060,   0.00000,   0.00000,   0.00000
   0.59474,   0.79670,   0.73360,   0.00000,   0.00000,   0.00000
   0.59558,   0.79414,   0.72570,   0.00000,   0.00000,   0.00000
   0.59563,   0.79650,   0.71630,   0.00000,   0.00000,   0.00000
   0.59121,   0.79928,   0.73470,   0.00000,   0.00000,   0.00000
   0.59391,   0.79666,   0.76430,   0.00000,   0.00000,   0.00000
   0.59184,   0.79762,   0.72500,   0.00000,   0.00000,   0.00000
   0.58684,   0.79916,   0.75640,   0.00000,   0.00000,   0.00000
   0.59372,   0.79662,   0.70920,   0.00000,   0.00000,   0.00000
   0.59221,   0.79774,   0.66190,   0.00000,   0.00000,   0.00000
   0.59117,   0.79640,   0.75720,   0.00000,   0.00000,   0.00000
   0.59051,   0.79886,   0.71730,   0.00000,   0.00000,   0.00000
   0.58837,   0.79810,   0.76000,   0.00000,   0.00000,   0.00000
   0.58370,   0.79952,   0.77910,   0.00000,   0.00000,   0.00000
   0.58461,   0.79764,   0.71020,   0.00000,   0.00000,   0.00000
   0.58032,   0.80282,   0.72840,   0.00000,   0.00000,   0.00000
   0.58786,   0.79912,   0.73490,   0.00000,   0.00000,   0.00000
   0.58332,   0.80094,   0.73850,   0.00000,   0.00000,   0.00000
   0.58279,   0.79966,   0.70390,   0.00000,   0.00000,   0.00000
   0.58024,   0.80302,   0.76110,   0.00000,   0.00000,   0.00000
   0.58401,   0.80168,   0.75740,   0.00000,   0.00000,   0.00000
   0.58770,   0.79872,   0.66270,   0.00000,   0.00000,   0.00000
   0.58016,   0.80018,   0.70800,   0.00000,   0.00000,   0.00000
   0.57864,   0.80072,   0.77880,   0.00000,   0.00000,   0.00000
   0.58619,   0.79912,   0.77140,   0.00000,   0.00000,   0.00000
   0.57625,   0.80288,   0.74070,   0.00000,   0.00000,   0.00000
   0.58084,   0.79904,   0.77230,   0.00000,   0.00000,   0.00000
   0.38464,   0.86868,   0.86980,   0.00000,   0.00000,   0.00000
   0.33421,   0.88460,   0.87150,   0.00000,   0.00000,   0.00000
   0.32308,   0.88818,   0.87920,   0.00000,   0.00000,   0.00000
   0.31756,   0.88918,   0.86730,   0.00000,   0.00000,   0.00000
   0.31865,   0.89046,   0.86550,   0.00000,   0.00000,   0.00000
   0.31519,   0.89170,   0.87330,   0.00000,   0.00000,   0.00000
   0.31857,   0.88860,   0.84920,   0.00000,   0.00000,   0.00000
   0.31733,   0.89158,   0.86630,   0.00000,   0.00000,   0.00000
   0.32041,   0.89054,   0.87110,   0.00000,   0.00000,   0.00000
   0.31652,   0.89114,   0.85780,   0.00000,   0.00000,   0.00000
   0.32280,   0.88892,   0.87780,   0.00000,   0.00000,   0.00000
   0.31833,   0.89000,   0.83890,   0.00000,   0.00000,   0.00000
   0.31603,   0.89144,   0.85670,   0.00000,   0.00000,   0.00000
   0.31062,   0.89432,   0.86690,   0.00000,   0.00000,   0.00000
   0.31504,   0.89028,   0.84790,   0.00000,   0.00000,   0.00000
   0.31138,   0.89330,   0.84210,   0.00000,   0.00000,   0.00000
   0.31050,   0.89210,   0.84260,   0.00000,   0.00000,   0.00000
   0.30991,   0.89306,   0.85900,   0.00000,   0.00000,   0.00000
   0.30591,   0.89562,   0.85610,   0.00000,   0.00000,   0.00000
   0.30180,   0.89510,   0.87710,   0.00000,   0.00000,   0.00000
   0.30695,   0.89278,   0.85110,   0.00000,   0.00000,   0.00000
   0.30409,   0.89612,   0.87050,   0.00000,   0.00000,   0.00000
   0.30257,   0.89620,   0.87460,   0.00000,   0.00000,   0.00000
   0.30608,   0.89368,   0.82030,   0.00000,   0.00000,   0.00000
   0.30260,   0.89674,   0.84720,   0.00000,   0.00000,   0.00000
   0.29963,   0.89620,   0.85690,   0.00000,   0.00000,   0.00000
   0.30084,   0.89702,   0.86710,   0.00000,   0.00000,   0.00000
   0.29896,   0.89714,   0.85990,   0.00000,   0.00000,   0.00000
   0.29988,   0.89768,   0.85240,   0.00000,   0.00000,   0.00000
   0.29377,   0.89798,   0.86480,   0.00000,   0.00000,   0.00000
   0.29339,   0.89890,   0.86470,   0.00000,   0.00000,   0.00000
   0.29093,   0.90002,   0.85340,   0.00000,   0.00000,   0.00000
   0.29747,   0.89596,   0.87560,   0.00000,   0.00000,   0.00000
   0.29185,   0.89890,   0.85110,   0.00000,   0.00000,   0.00000
   0.28936,   0.90074,   0.85330,   0.00000,   0.00000,   0.00000
   0.29007,   0.90036,   0.86360,   0.00000,   0.00000,   0.00000
   0.28639,   0.90076,   0.86670,   0.00000,   0.00000,   0.00000
   0.28459,   0.90176,   0.85210,   0.00000,   0.00000,   0.00000
